supplier,month,gpcd,region, production , production2013 ,units,population,percent_residential
Casitas Municipal Water District,6/15/2018,121.2,South Coast,822.07,1416.96,AF," 9,944 ", 14 
Casitas Municipal Water District,5/15/2018,100.4,South Coast,712.03,1284.15,AF," 9,944 ", 13 
Casitas Municipal Water District,4/15/2018,87.4,South Coast,534.4,1021.07,AF," 9,944 ", 15 
Casitas Municipal Water District,3/15/2018,61.3,South Coast,158.37,397.8,AF," 9,944 ", 37 
Casitas Municipal Water District,2/15/2018,85.4,South Coast,532.03,518.54,AF," 9,944 ", 14 
Casitas Municipal Water District,1/15/2018,69.8,South Coast,384.61,485.53,AF," 9,944 ", 17 
Casitas Municipal Water District,12/15/2017,115.2,South Coast,832,888.38,AF," 9,944 ", 13 
Casitas Municipal Water District,11/15/2017,198.8,South Coast,847,932.59,AF," 9,944 ", 21 
Casitas Municipal Water District,10/15/2017,372.6,South Coast,1091.37,1238.61,AF," 9,944 ", 32 
Casitas Municipal Water District,9/15/2017,131.1,South Coast,1110.09,1543.61,AF," 9,944 ", 11 
Casitas Municipal Water District,8/15/2017,129.0,South Coast,1205.58,1510.6,AF," 9,944 ", 10 
Casitas Municipal Water District,7/15/2017,131.1,South Coast,1232.61,1532.36,AF," 9,944 ", 10 
Casitas Municipal Water District,6/15/2017,126.7,South Coast,1054.84,1416.97,AF," 9,944 ", 11 
Casitas Municipal Water District,5/15/2017,102.6,South Coast,919.81,1284.16,AF," 9,944 ", 11 
Casitas Municipal Water District,4/15/2017,86.3,South Coast,669.8,1021.07,AF," 9,944 ", 12 
Casitas Municipal Water District,3/15/2017,64.5,South Coast,273.85,397.8,AF," 9,944 ", 22 
Casitas Municipal Water District,2/15/2017,50.3,South Coast,138.45,518.54,AF," 9,944 ", 31 
Casitas Municipal Water District,1/15/2017,46.5,South Coast,162.1,485.53,AF," 9,944 ", 27 
Casitas Municipal Water District,12/15/2016,67.7,South Coast,409.3,888.38,AF," 9,944 ", 16 
Casitas Municipal Water District,11/15/2016,79.7,South Coast,695.1,932.6,AF," 9,944 ", 11 
Casitas Municipal Water District,10/15/2016,96.3,South Coast,1033.72,1238.61,AF," 9,603 ", 9 
Casitas Municipal Water District,9/15/2016,180.3,South Coast,1275.55,1543.61,AF," 9,944 ", 13 
Casitas Municipal Water District,8/15/2016,123.6,South Coast,1421.13,1510.61,AF," 9,944 ", 8 
Casitas Municipal Water District,7/15/2016,127.9,South Coast,1389.56,1532.36,AF," 9,944 ", 9 
Casitas Municipal Water District,6/15/2016,133.2,South Coast,1262.66,1416.97,AF," 9,944 ", 10 
Casitas Municipal Water District,5/15/2016,103.0,South Coast,932.07,1284.16,AF," 9,944 ", 10 
Casitas Municipal Water District,4/15/2016,87.4,South Coast,718.64,1021.07,AF," 9,944 ", 11 
Casitas Municipal Water District,3/15/2016,75.1,South Coast,409.01,397.8,AF," 9,944 ", 17 
Casitas Municipal Water District,2/15/2016,78.4,South Coast,446.62,518.54,AF," 9,603 ", 15 
Casitas Municipal Water District,1/15/2016,54.7,South Coast,231.38,485.53,AF," 9,603 ", 22 
Casitas Municipal Water District,12/15/2015,104.0,South Coast,922.78,888.38,AF," 9,603 ", 10 
Casitas Municipal Water District,11/15/2015,96.0,South Coast,1028,932.59,AF," 9,603 ", 8 
Casitas Municipal Water District,10/15/2015,112.7,South Coast,1246.75,1239,AF," 9,603 ", 8 
Casitas Municipal Water District,9/15/2015,143.5,South Coast,1232,1544,AF," 9,603 ", 10 
Casitas Municipal Water District,8/15/2015,133.1,South Coast,1169,2327,AF," 9,603 ", 10 
Casitas Municipal Water District,7/15/2015,122.4,South Coast,905.31,1532.36,AF," 9,603 ", 12 
Casitas Municipal Water District,6/15/2015,155.8,South Coast,1391,1417,AF," 9,603 ", 10 
Casitas Municipal Water District,5/15/2015,116.9,South Coast,999.61,1284.16,AF," 9,603 ", 11 
Casitas Municipal Water District,4/15/2015,112.2,South Coast,959.7,1021.08,AF," 9,603 ", 10 
Casitas Municipal Water District,3/15/2015,104.0,South Coast,829.11,397.8,AF," 9,603 ", 11 
Casitas Municipal Water District,2/15/2015,88.5,South Coast,433.57,518.54,AF," 9,603 ", 17 
Casitas Municipal Water District,1/15/2015,73.3,South Coast,387.05,485.53,AF," 9,603 ", 17 
Casitas Municipal Water District,12/15/2014,82.1,South Coast,222.45,888.39,AF," 9,603 ", 34 
Casitas Municipal Water District,11/15/2014,104.7,South Coast,733.83,932.6,AF," 9,603 ", 13 
Casitas Municipal Water District,10/15/2014,145.6,South Coast,1344.84,1238.61,AF," 9,603 ", 10 
Casitas Municipal Water District,9/15/2014,167.5,South Coast,1429.17,1543.61,AF," 9,603 ", 10 
Casitas Municipal Water District,8/15/2014,186.1,South Coast,1478.32,1510.61,AF," 9,603 ", 12 
Casitas Municipal Water District,7/15/2014,194.8,South Coast,1458.93,1532.36,AF," 9,603 ", 12 
Casitas Municipal Water District,6/15/2014,194.6,South Coast,1306.25,1416.97,AF," 9,603 ", 13 
Sacramento Suburban Water District,11/15/2018,81.6,Sacramento River,701.04,666.319,MG," 180,433 ", 63 
Sacramento Suburban Water District,10/15/2018,142.2,Sacramento River,1045.36,1102.017,MG," 180,276 ", 76 
Sacramento Suburban Water District,9/15/2018,109.3,Sacramento River,1001.203,1391.097,MG," 180,120 ", 59 
Sacramento Suburban Water District,8/15/2018,154.2,Sacramento River,1303.6,1545.284,MG," 179,964 ", 66 
Sacramento Suburban Water District,7/15/2018,169.6,Sacramento River,1331.732,1787.915,MG," 179,808 ", 71 
Sacramento Suburban Water District,6/15/2018,151.9,Sacramento River,1169.217,1367.382,MG," 179,652 ", 70 
Sacramento Suburban Water District,5/15/2018,120.1,Sacramento River,927.868,1311.587,MG," 179,497 ", 72 
Sacramento Suburban Water District,4/15/2018,85.5,Sacramento River,613.377,916.576,MG," 179,341 ", 75 
Sacramento Suburban Water District,3/15/2018,68.4,Sacramento River,474.999,703.965,MG," 179,186 ", 80 
Sacramento Suburban Water District,2/15/2018,68.2,Sacramento River,475.052,539.424,MG," 179,031 ", 72 
Sacramento Suburban Water District,1/15/2018,66.5,Sacramento River,511.903,530.15,MG," 178,875 ", 72 
Sacramento Suburban Water District,12/15/2017,60.1,Sacramento River,475.281,701.171,MG," 178,720 ", 70 
Sacramento Suburban Water District,11/15/2017,61.6,Sacramento River,588.905,666.319,MG," 178,566 ", 56 
Sacramento Suburban Water District,10/15/2017,124.7,Sacramento River,1029.402,1102.017,MG," 178,411 ", 67 
Sacramento Suburban Water District,9/15/2017,147.2,Sacramento River,1174.865,1391.097,MG," 178,256 ", 67 
Sacramento Suburban Water District,8/15/2017,157.9,Sacramento River,1362.316,1545.284,MG," 178,102 ", 64 
Sacramento Suburban Water District,7/15/2017,189.0,Sacramento River,1447.816,1787.915,MG," 177,948 ", 72 
Sacramento Suburban Water District,6/15/2017,156.6,Sacramento River,1210.612,1367.382,MG," 177,793 ", 69 
Sacramento Suburban Water District,5/15/2017,144.3,Sacramento River,1006.019,1311.587,MG," 177,639 ", 79 
Sacramento Suburban Water District,4/15/2017,68.6,Sacramento River,500.567,916.576,MG," 177,485 ", 73 
Sacramento Suburban Water District,3/15/2017,64.8,Sacramento River,502.045,703.965,MG," 177,332 ", 71 
Sacramento Suburban Water District,2/15/2017,59.2,Sacramento River,413.865,539.424,MG," 177,178 ", 71 
Sacramento Suburban Water District,1/15/2017,63.7,Sacramento River,472.472,530.15,MG," 177,025 ", 74 
Sacramento Suburban Water District,12/15/2016,63.5,Sacramento River,477.096,701.171,MG," 176,871 ", 73 
Sacramento Suburban Water District,11/15/2016,60.2,Sacramento River,514.563,666.319,MG," 176,718 ", 62 
Sacramento Suburban Water District,10/15/2016,95.3,Sacramento River,802.196,1102.017,MG," 176,565 ", 65 
Sacramento Suburban Water District,9/15/2016,138.4,Sacramento River,1093.24,1391.097,MG," 176,412 ", 67 
Sacramento Suburban Water District,8/15/2016,162.6,Sacramento River,1325.898,1545.284,MG," 176,259 ", 67 
Sacramento Suburban Water District,7/15/2016,162.5,Sacramento River,1249.717,1787.915,MG," 176,106 ", 71 
Sacramento Suburban Water District,6/15/2016,154.3,Sacramento River,1131.546,1367.382,MG," 175,954 ", 72 
Sacramento Suburban Water District,5/15/2016,117.4,Sacramento River,853.416,1311.587,MG," 175,801 ", 75 
Sacramento Suburban Water District,4/15/2016,89.4,Sacramento River,618.618,916.576,MG," 175,288 ", 76 
Sacramento Suburban Water District,3/15/2016,62.7,Sacramento River,479.711,703.965,MG," 175,225 ", 71 
Sacramento Suburban Water District,2/15/2016,71.8,Sacramento River,492.531,539.424,MG," 175,162 ", 74 
Sacramento Suburban Water District,1/15/2016,63.6,Sacramento River,466.299,530.15,MG," 175,099 ", 74 
Sacramento Suburban Water District,12/15/2015,62.9,Sacramento River,487.37,701.171,MG," 175,036 ", 70 
Sacramento Suburban Water District,11/15/2015,54.6,Sacramento River,571.407,666.319,MG," 174,304 ", 50 
Sacramento Suburban Water District,10/15/2015,90.2,Sacramento River,788.885,1102.017,MG," 174,910 ", 62 
Sacramento Suburban Water District,9/15/2015,126.7,Sacramento River,935.805,1391.097,MG," 174,847 ", 71 
Sacramento Suburban Water District,8/15/2015,140.5,Sacramento River,1057.321,1545.284,MG," 174,784 ", 72 
Sacramento Suburban Water District,7/15/2015,132.4,Sacramento River,1024.698,1787.915,MG," 174,721 ", 70 
Sacramento Suburban Water District,6/15/2015,136.0,Sacramento River,949.811,1367.382,MG," 174,658 ", 75 
Sacramento Suburban Water District,5/15/2015,94.8,Sacramento River,722.95,1311.587,MG," 174,595 ", 71 
Sacramento Suburban Water District,4/15/2015,87.2,Sacramento River,702.405,916.576,MG," 174,532 ", 65 
Sacramento Suburban Water District,3/15/2015,101.1,Sacramento River,692.221,703.965,MG," 174,469 ", 79 
Sacramento Suburban Water District,2/15/2015,66.7,Sacramento River,501.287,539.424,MG," 174,406 ", 65 
Sacramento Suburban Water District,1/15/2015,72.9,Sacramento River,511.564,530.15,MG," 174,343 ", 77 
Sacramento Suburban Water District,12/15/2014,49.3,Sacramento River,566.316,701.171,MG," 174,281 ", 47 
Sacramento Suburban Water District,11/15/2014,90.1,Sacramento River,574.261,666.319,MG," 174,218 ", 82 
Sacramento Suburban Water District,10/15/2014,126.6,Sacramento River,962.686,1102.017,MG," 174,155 ", 71 
Sacramento Suburban Water District,9/15/2014,169.6,Sacramento River,1165.237,1391.097,MG," 174,092 ", 76 
Sacramento Suburban Water District,8/15/2014,191.0,Sacramento River,1241.361,1545.284,MG," 174,030 ", 83 
Sacramento Suburban Water District,7/15/2014,184.9,Sacramento River,1329.245,1787.915,MG," 173,967 ", 75 
Sacramento Suburban Water District,6/15/2014,184.2,Sacramento River,1413.213,1367.382,MG," 173,904 ", 68 
San Jose Water Company,11/15/2018,68.2,San Francisco Bay,2961.2,3460.7,MG," 1,013,749 ", 70 
San Jose Water Company,10/15/2018,78.8,San Francisco Bay,3538.8,4389.4,MG," 1,013,749 ", 70 
San Jose Water Company,9/15/2018,87.3,San Francisco Bay,3795,4671.1,MG," 1,013,749 ", 70 
San Jose Water Company,8/15/2018,91.7,San Francisco Bay,4118,5204,MG," 1,013,749 ", 70 
San Jose Water Company,7/15/2018,92.2,San Francisco Bay,4138.8,5352.1,MG," 1,013,749 ", 70 
San Jose Water Company,6/15/2018,89.8,San Francisco Bay,3903,4926.9,MG," 1,013,749 ", 70 
San Jose Water Company,5/15/2018,77.1,San Francisco Bay,3462,4792.5,MG," 1,013,749 ", 70 
San Jose Water Company,4/15/2018,59.0,San Francisco Bay,2564.2,3844.3,MG," 1,013,749 ", 70 
San Jose Water Company,3/15/2018,52.2,San Francisco Bay,2290.4,3142.6,MG," 990,000 ", 70 
San Jose Water Company,2/15/2018,57.8,San Francisco Bay,2289.9,2469.4,MG," 990,000 ", 70 
San Jose Water Company,1/15/2018,50.8,San Francisco Bay,2225.5,2461.6,MG," 990,000 ", 70 
San Jose Water Company,12/15/2017,56.9,San Francisco Bay,2494.1,3113,MG," 990,000 ", 70 
San Jose Water Company,11/15/2017,59.8,San Francisco Bay,2535.4,3460.7,MG," 990,000 ", 70 
San Jose Water Company,10/15/2017,81.9,San Francisco Bay,3592.5,4389.4,MG," 990,000 ", 70 
San Jose Water Company,9/15/2017,89.9,San Francisco Bay,3815.4,4671.1,MG," 990,000 ", 70 
San Jose Water Company,8/15/2017,93.6,San Francisco Bay,4105.1,5204.2,MG," 990,000 ", 70 
San Jose Water Company,7/15/2017,93.7,San Francisco Bay,4110.1,5352.1,MG," 990,000 ", 70 
San Jose Water Company,6/15/2017,88.2,San Francisco Bay,3742.7,4926.9,MG," 990,000 ", 70 
San Jose Water Company,5/15/2017,78.8,San Francisco Bay,3452.8,4792.5,MG," 990,000 ", 70 
San Jose Water Company,4/15/2017,54.4,San Francisco Bay,2309.6,3844.3,MG," 990,000 ", 70 
San Jose Water Company,3/15/2017,50.4,San Francisco Bay,2210.8,3142.6,MG," 990,000 ", 70 
San Jose Water Company,2/15/2017,47.2,San Francisco Bay,1868.3,2469.4,MG," 990,000 ", 70 
San Jose Water Company,1/15/2017,48.1,San Francisco Bay,2109.7,2461.6,MG," 990,000 ", 70 
San Jose Water Company,12/15/2016,49.0,San Francisco Bay,2146.5,3113,MG," 990,000 ", 70 
San Jose Water Company,11/15/2016,54.2,San Francisco Bay,2300.4,3460.7,MG," 990,000 ", 70 
San Jose Water Company,10/15/2016,67.1,San Francisco Bay,2943.9,4389.4,MG," 990,000 ", 70 
San Jose Water Company,9/15/2016,81.5,San Francisco Bay,3456.5,4671.1,MG," 990,000 ", 70 
San Jose Water Company,8/15/2016,85.3,San Francisco Bay,3738.6,5204.2,MG," 990,000 ", 70 
San Jose Water Company,7/15/2016,87.3,San Francisco Bay,3825.8,5352.1,MG," 990,000 ", 70 
San Jose Water Company,6/15/2016,83.8,San Francisco Bay,3556,4926.9,MG," 990,000 ", 70 
San Jose Water Company,5/15/2016,70.1,San Francisco Bay,3074,4792.5,MG," 990,000 ", 70 
San Jose Water Company,4/15/2016,58.1,San Francisco Bay,2465.8,3844.3,MG," 990,000 ", 70 
San Jose Water Company,3/15/2016,49.5,San Francisco Bay,2171.3,3142.6,MG," 990,000 ", 70 
San Jose Water Company,2/15/2016,49.4,San Francisco Bay,2028,2469,MG," 990,000 ", 70 
San Jose Water Company,1/15/2016,47.4,San Francisco Bay,2076,2461,MG," 990,000 ", 70 
San Jose Water Company,12/15/2015,49.6,San Francisco Bay,2174,3113,MG," 990,000 ", 70 
San Jose Water Company,11/15/2015,54.3,San Francisco Bay,2305,3461,MG," 990,000 ", 70 
San Jose Water Company,10/15/2015,71.6,San Francisco Bay,3137.4,4389.4,MG," 990,000 ", 70 
San Jose Water Company,9/15/2015,76.2,San Francisco Bay,3232.8,4671.1,MG," 990,000 ", 70 
San Jose Water Company,8/15/2015,76.4,San Francisco Bay,3350.2,5204.2,MG," 990,000 ", 70 
San Jose Water Company,7/15/2015,75.2,San Francisco Bay,3295,5352,MG," 990,000 ", 70 
San Jose Water Company,6/15/2015,75.3,San Francisco Bay,3194.3,4926.9,MG," 990,000 ", 70 
San Jose Water Company,5/15/2015,76.2,San Francisco Bay,3079,4792,MG," 990,000 ", 76 
San Jose Water Company,4/15/2015,68.2,San Francisco Bay,2893,3844,MG," 990,000 ", 70 
San Jose Water Company,3/15/2015,66.2,San Francisco Bay,2903,3143,MG," 990,000 ", 70 
San Jose Water Company,2/15/2015,59.3,San Francisco Bay,2350,2469,MG," 990,000 ", 70 
San Jose Water Company,1/15/2015,57.8,San Francisco Bay,2533,2461,MG," 990,000 ", 70 
San Jose Water Company,12/15/2014,52.6,San Francisco Bay,2306,3113,MG," 990,000 ", 70 
San Jose Water Company,11/15/2014,66.9,San Francisco Bay,2838,3460,MG," 990,000 ", 70 
San Jose Water Company,10/15/2014,83.6,San Francisco Bay,3667,4389,MG," 990,000 ", 70 
San Jose Water Company,9/15/2014,94.6,San Francisco Bay,4014,4671,MG," 990,000 ", 70 
San Jose Water Company,8/15/2014,108.4,San Francisco Bay,4543,5204,MG," 946,494 ", 70 
San Jose Water Company,7/15/2014,114.2,San Francisco Bay,4787.5,5352.1,MG," 946,494 ", 70 
San Jose Water Company,6/15/2014,107.7,San Francisco Bay,4569.8,4926.9,MG," 990,000 ", 70 
Rowland Water District,11/15/2018,79.2,South Coast,786.6,881.6,AF," 55,038 ", 51 
Rowland Water District,10/15/2018,85.8,South Coast,881.1,1033.7,AF," 55,038 ", 51 
Rowland Water District,9/15/2018,94.9,South Coast,942.8,1111.8,AF," 55,038 ", 51 
Rowland Water District,8/15/2018,100.0,South Coast,1026.8,1166.3,AF," 55,038 ", 51 
Rowland Water District,7/15/2018,97.8,South Coast,1003.9,1134.4,AF," 55,038 ", 51 
Rowland Water District,6/15/2018,90.4,South Coast,898.3,1054.3,AF," 55,038 ", 51 
Rowland Water District,5/15/2018,86.8,South Coast,891.2,1025.4,AF," 55,038 ", 51 
Rowland Water District,4/15/2018,79.6,South Coast,791.1,914.3,AF," 55,038 ", 51 
Rowland Water District,3/15/2018,70.8,South Coast,727.3,847.7,AF," 55,038 ", 51 
Rowland Water District,2/15/2018,79.6,South Coast,738.4,695.2,AF," 55,038 ", 51 
Rowland Water District,1/15/2018,78.6,South Coast,807.1,778.4,AF," 55,038 ", 51 
Rowland Water District,12/15/2017,81.1,South Coast,833,843.9,AF," 55,038 ", 51 
Rowland Water District,11/15/2017,83.4,South Coast,829,881.6,AF," 55,038 ", 51 
Rowland Water District,10/15/2017,93.0,South Coast,954.8,1033.7,AF," 55,038 ", 51 
Rowland Water District,9/15/2017,94.0,South Coast,933.9,1111.8,AF," 55,038 ", 51 
Rowland Water District,8/15/2017,95.3,South Coast,978.8,1166.3,AF," 55,038 ", 51 
Rowland Water District,7/15/2017,97.8,South Coast,1003.7,1134.4,AF," 55,038 ", 51 
Rowland Water District,6/15/2017,92.0,South Coast,913.9,1054.3,AF," 55,038 ", 51 
Rowland Water District,5/15/2017,98.0,South Coast,1006.6,1025.4,AF," 55,038 ", 51 
Rowland Water District,4/15/2017,82.9,South Coast,823.2,914.3,AF," 55,038 ", 51 
Rowland Water District,3/15/2017,64.8,South Coast,750.7,847.7,AF," 62,106 ", 51 
Rowland Water District,2/15/2017,65.6,South Coast,686.4,695.2,AF," 62,106 ", 51 
Rowland Water District,1/15/2017,59.3,South Coast,686.8,778.4,AF," 62,106 ", 51 
Rowland Water District,12/15/2016,62.7,South Coast,726.3,843.9,AF," 62,106 ", 51 
Rowland Water District,11/15/2016,70.2,South Coast,787.3,881.6,AF," 62,106 ", 51 
Rowland Water District,10/15/2016,74.3,South Coast,860.8,1033.7,AF," 62,106 ", 51 
Rowland Water District,9/15/2016,88.6,South Coast,928,1111.8,AF," 58,000 ", 51 
Rowland Water District,8/15/2016,92.8,South Coast,1004.4,1166.3,AF," 58,000 ", 51 
Rowland Water District,7/15/2016,89.4,South Coast,967.5,1134.4,AF," 58,000 ", 51 
Rowland Water District,6/15/2016,79.7,South Coast,893.2,1054.3,AF," 62,106 ", 51 
Rowland Water District,5/15/2016,70.7,South Coast,819.2,1025.4,AF," 62,106 ", 51 
Rowland Water District,4/15/2016,68.8,South Coast,771.1,914.3,AF," 62,106 ", 51 
Rowland Water District,3/15/2016,60.5,South Coast,700.4,847.7,AF," 62,106 ", 51 
Rowland Water District,2/15/2016,71.7,South Coast,777,695.2,AF," 62,106 ", 51 
Rowland Water District,1/15/2016,60.3,South Coast,699.1,778.4,AF," 62,106 ", 51 
Rowland Water District,12/15/2015,69.3,South Coast,802.5,843.9,AF," 62,106 ", 51 
Rowland Water District,11/15/2015,72.8,South Coast,816.4,881.6,AF," 62,106 ", 51 
Rowland Water District,10/15/2015,74.6,South Coast,864.3,827,AF," 62,106 ", 51 
Rowland Water District,9/15/2015,80.4,South Coast,901.2,1111.8,AF," 62,106 ", 51 
Rowland Water District,8/15/2015,81.7,South Coast,946.2,1166.3,AF," 62,106 ", 51 
Rowland Water District,7/15/2015,79.6,South Coast,922.7,1134.4,AF," 62,106 ", 51 
Rowland Water District,6/15/2015,78.2,South Coast,877.1,1054.3,AF," 62,106 ", 51 
Rowland Water District,5/15/2015,74.4,South Coast,861.8,1054.3,AF," 62,106 ", 51 
Rowland Water District,4/15/2015,77.9,South Coast,873.9,914.3,AF," 62,106 ", 51 
Rowland Water District,3/15/2015,79.0,South Coast,915.5,847.7,AF," 62,106 ", 51 
Rowland Water District,2/15/2015,75.8,South Coast,792.7,695.2,AF," 62,106 ", 51 
Rowland Water District,1/15/2015,64.7,South Coast,749.6,846.6,AF," 62,106 ", 51 
Rowland Water District,12/15/2014,62.1,South Coast,720,843.9,AF," 62,106 ", 51 
Rowland Water District,11/15/2014,76.8,South Coast,861.2,881.6,AF," 62,106 ", 51 
Rowland Water District,10/15/2014,87.2,South Coast,1009.8,1033.7,AF," 62,106 ", 51 
Rowland Water District,9/15/2014,94.5,South Coast,1059,1111.8,AF," 62,106 ", 51 
Rowland Water District,8/15/2014,102.9,South Coast,1113.2,1166.3,AF," 58,000 ", 51 
Rowland Water District,7/15/2014,100.7,South Coast,1090,1134.4,AF," 58,000 ", 51 
Rowland Water District,6/15/2014,94.8,South Coast,1063,1054.3,AF," 62,106 ", 51 
Folsom  City of,11/15/2018,126.3,Sacramento River,1305,1446,AF," 67,323 ", 60 
Folsom  City of,10/15/2018,169.9,Sacramento River,1814,2008,AF," 67,323 ", 60 
Folsom  City of,9/15/2018,198.2,Sacramento River,2047,2303,AF," 67,323 ", 60 
Folsom  City of,8/15/2018,238.2,Sacramento River,2543,2840,AF," 67,323 ", 60 
Folsom  City of,7/15/2018,244.2,Sacramento River,2607,2914,AF," 67,323 ", 60 
Folsom  City of,6/15/2018,222.9,Sacramento River,2303,2610,AF," 67,323 ", 60 
Folsom  City of,5/15/2018,177.9,Sacramento River,1899,2330,AF," 67,323 ", 60 
Folsom  City of,4/15/2018,112.5,Sacramento River,1162,1633,AF," 67,323 ", 60 
Folsom  City of,3/15/2018,86.4,Sacramento River,922,1407,AF," 67,323 ", 60 
Folsom  City of,2/15/2018,94.3,Sacramento River,909,971,AF," 67,323 ", 60 
Folsom  City of,1/15/2018,80.2,Sacramento River,856,899,AF," 67,323 ", 60 
Folsom  City of,12/15/2017,90.5,Sacramento River,961,1054,AF," 66,977 ", 60 
Folsom  City of,11/15/2017,104.5,Sacramento River,1074,1446,AF," 66,977 ", 60 
Folsom  City of,10/15/2017,187.8,Sacramento River,1994,2008,AF," 66,977 ", 60 
Folsom  City of,9/15/2017,232.0,Sacramento River,2384,2303,AF," 66,977 ", 60 
Folsom  City of,8/15/2017,255.2,Sacramento River,2710,2840,AF," 66,977 ", 60 
Folsom  City of,7/15/2017,257.3,Sacramento River,2733,2914,AF," 66,977 ", 60 
Folsom  City of,6/15/2017,230.7,Sacramento River,2371,2610,AF," 66,977 ", 60 
Folsom  City of,5/15/2017,191.5,Sacramento River,2034,2330,AF," 66,977 ", 60 
Folsom  City of,4/15/2017,103.6,Sacramento River,1065,1633,AF," 66,977 ", 60 
Folsom  City of,3/15/2017,96.0,Sacramento River,1020,1407,AF," 66,977 ", 60 
Folsom  City of,2/15/2017,95.1,Sacramento River,912,971,AF," 66,977 ", 60 
Folsom  City of,1/15/2017,94.5,Sacramento River,990,899,AF," 66,078 ", 60 
Folsom  City of,12/15/2016,101.7,Sacramento River,1031,1054,AF," 63,951 ", 60 
Folsom  City of,11/15/2016,106.2,Sacramento River,1042,1446,AF," 63,951 ", 60 
Folsom  City of,10/15/2016,154.8,Sacramento River,1570,2008,AF," 63,951 ", 60 
Folsom  City of,9/15/2016,230.1,Sacramento River,2258,2303,AF," 63,951 ", 60 
Folsom  City of,8/15/2016,259.2,Sacramento River,2628,2840,AF," 63,951 ", 60 
Folsom  City of,7/15/2016,256.3,Sacramento River,2599,2914,AF," 63,951 ", 60 
Folsom  City of,6/15/2016,226.0,Sacramento River,2218,2610,AF," 63,951 ", 60 
Folsom  City of,5/15/2016,165.6,Sacramento River,1679,2330,AF," 63,951 ", 60 
Folsom  City of,4/15/2016,126.9,Sacramento River,1245,1633,AF," 63,951 ", 60 
Folsom  City of,3/15/2016,88.7,Sacramento River,899,1407,AF," 63,951 ", 60 
Folsom  City of,2/15/2016,88.8,Sacramento River,842,769,AF," 63,951 ", 60 
Folsom  City of,1/15/2016,83.1,Sacramento River,843,899,AF," 63,951 ", 60 
Folsom  City of,12/15/2015,87.7,Sacramento River,881,1054,AF," 63,376 ", 60 
Folsom  City of,11/15/2015,100.8,Sacramento River,980,1446,AF," 63,376 ", 60 
Folsom  City of,10/15/2015,154.2,Sacramento River,1550,2008,AF," 63,376 ", 60 
Folsom  City of,9/15/2015,186.4,Sacramento River,1813,2303,AF," 63,376 ", 60 
Folsom  City of,8/15/2015,194.9,Sacramento River,1959,2840,AF," 63,376 ", 60 
Folsom  City of,7/15/2015,194.9,Sacramento River,1959,2914,AF," 63,376 ", 60 
Folsom  City of,6/15/2015,176.3,Sacramento River,1714,2610,AF," 63,376 ", 60 
Folsom  City of,5/15/2015,142.7,Sacramento River,1434,2330,AF," 63,376 ", 60 
Folsom  City of,4/15/2015,138.6,Sacramento River,1348,1633,AF," 63,376 ", 60 
Folsom  City of,3/15/2015,130.6,Sacramento River,1252,1407,AF," 61,877 ", 61 
Folsom  City of,2/15/2015,86.8,Sacramento River,880,971,AF," 61,360 ", 52 
Folsom  City of,1/15/2015,87.3,Sacramento River,964,899,AF," 60,347 ", 52 
Folsom  City of,12/15/2014,99.4,Sacramento River,906,1054,AF," 60,347 ", 63 
Folsom  City of,11/15/2014,129.8,Sacramento River,1145,1446,AF," 60,347 ", 63 
Folsom  City of,10/15/2014,187.3,Sacramento River,1707,2008,AF," 60,347 ", 63 
Folsom  City of,9/15/2014,170.7,Sacramento River,595,701,MG," 67,375 ", 58 
Folsom  City of,8/15/2014,232.0,Sacramento River,2229,2754,AF," 62,620 ", 62 
Folsom  City of,7/15/2014,240.5,Sacramento River,2311,2914,AF," 62,620 ", 62 
Folsom  City of,6/15/2014,228.6,Sacramento River,2126,2610,AF," 62,620 ", 62 
Chino  City of,9/15/2018,144.2,South Coast,1220.21,1554.28,AF," 74,639 ", 81 
Chino  City of,8/15/2018,120.6,South Coast,1487.82,1693.45,AF," 74,639 ", 58 
Chino  City of,7/15/2018,132.7,South Coast,1491.9,1677.22,AF," 74,639 ", 63 
Chino  City of,6/15/2018,100.4,South Coast,1373.17,1629.59,AF," 74,639 ", 50 
Chino  City of,5/15/2018,95.4,South Coast,1295.17,1449.63,AF," 74,639 ", 52 
Chino  City of,4/15/2018,89.4,South Coast,1173.03,1328.19,AF," 74,639 ", 52 
Chino  City of,3/15/2018,76.0,South Coast,824.76,1115.14,AF," 73,683 ", 65 
Chino  City of,2/15/2018,86.0,South Coast,921.63,819.7,AF," 73,683 ", 59 
Chino  City of,1/15/2018,102.3,South Coast,886.42,891.92,AF," 73,683 ", 81 
Chino  City of,12/15/2017,87.1,South Coast,1082.5,1031.98,AF," 73,683 ", 56 
Chino  City of,11/15/2017,97.5,South Coast,1152.3,1207.34,AF," 74,639 ", 58 
Chino  City of,10/15/2017,125.8,South Coast,1258.53,1433.04,AF," 74,639 ", 71 
Chino  City of,9/15/2017,111.9,South Coast,1507.79,1554.28,AF," 74,639 ", 51 
Chino  City of,8/15/2017,112.9,South Coast,1457.07,1693.45,AF," 74,639 ", 55 
Chino  City of,7/15/2017,138.0,South Coast,1507.9,1677.22,AF," 74,639 ", 65 
Chino  City of,6/15/2017,102.1,South Coast,1345.66,1629.59,AF," 74,639 ", 52 
Chino  City of,5/15/2017,92.0,South Coast,1267.98,1449.63,AF," 74,639 ", 52 
