supplier,month,gpcd,region, production , production2013 ,units,population,percent_residential
"Greenfield, City of",5/15/2016,62.8,Central Coast,152.8,199.9,AF," 17,898 ", 70 
"Greenfield, City of",4/15/2016,56.9,Central Coast,105.32,181.1,AF," 17,898 ", 89 
"Greenfield, City of",3/15/2016,45.8,Central Coast,91.7,132,AF," 17,898 ", 85 
"Greenfield, City of",2/15/2016,50.1,Central Coast,89.7,109.2,AF," 17,898 ", 89 
"Greenfield, City of",1/15/2016,48.5,Central Coast,90.7,106.1,AF," 17,898 ", 91 
"Greenfield, City of",12/15/2015,48.5,Central Coast,91.7,128.6,AF," 17,898 ", 90 
"Greenfield, City of",11/15/2015,51.9,Central Coast,99.4,136.8,AF," 17,898 ", 86 
"Greenfield, City of",10/15/2015,72.3,Central Coast,143.05,181.31,AF," 17,898 ", 86 
"Greenfield, City of",9/15/2015,64.4,Central Coast,122,187.5,AF," 17,898 ", 87 
"Greenfield, City of",8/15/2015,75.4,Central Coast,149.2,192.8,AF," 17,898 ", 86 
"Greenfield, City of",7/15/2015,76.4,Central Coast,149.6,204.6,AF," 17,898 ", 87 
"Greenfield, City of",6/15/2015,76.8,Central Coast,147.2,204.6,AF," 17,898 ", 86 
"Greenfield, City of",5/15/2015,73.7,Central Coast,144.2,199.9,AF," 17,898 ", 87 
"Greenfield, City of",4/15/2015,76.6,Central Coast,148.5,181.1,AF," 17,898 ", 85 
"Greenfield, City of",3/15/2015,70.2,Central Coast,144,146.1,AF," 17,898 ", 83 
"Greenfield, City of",2/15/2015,61.9,Central Coast,107,112,AF," 17,898 ", 89 
"Greenfield, City of",1/15/2015,56.8,Central Coast,107.4,138.7,AF," 17,898 ", 90 
"Greenfield, City of",12/15/2014,53.3,Central Coast,106.8,128.6,AF," 17,898 ", 85 
"Greenfield, City of",11/15/2014,55.5,Central Coast,106.4,136.8,AF," 17,898 ", 86 
"Greenfield, City of",10/15/2014,75.0,Central Coast,148.4,170,AF," 17,898 ", 86 
"Greenfield, City of",9/15/2014,78.6,Central Coast,152.4,187.5,AF," 17,898 ", 85 
"Greenfield, City of",8/15/2014,75.4,Central Coast,164.7,192.8,AF," 17,898 ", 78 
"Greenfield, City of",7/15/2014,94.4,Central Coast,187,204.6,AF," 17,898 ", 86 
"Greenfield, City of",6/15/2014,96.5,Central Coast,193.9,204.6,AF," 17,898 ", 82 
Healdsburg  City of,11/15/2018,94.3,North Coast,47579484,46770676,G," 11,769 ", 70 
Healdsburg  City of,10/15/2018,136.6,North Coast,71210012,65738316,G," 11,769 ", 70 
Healdsburg  City of,9/15/2018,134.3,North Coast,67757028,74406424,G," 11,769 ", 70 
Healdsburg  City of,8/15/2018,147.5,North Coast,76856160,77716004,G," 11,769 ", 70 
Healdsburg  City of,7/15/2018,138.1,North Coast,71964560,81123708,G," 11,769 ", 70 
Healdsburg  City of,6/15/2018,147.2,North Coast,74232676,72658544,G," 11,769 ", 70 
Healdsburg  City of,5/15/2018,110.7,North Coast,57699768,73161832,G," 11,769 ", 70 
Healdsburg  City of,4/15/2018,67.5,North Coast,34035284,52065064,G," 11,769 ", 70 
Healdsburg  City of,3/15/2018,56.4,North Coast,29392284,41245252,G," 11,769 ", 70 
Healdsburg  City of,2/15/2018,60.0,North Coast,28250680,33150892,G," 11,769 ", 70 
Healdsburg  City of,1/15/2018,50.7,North Coast,26407404,32991364,G," 11,769 ", 70 
Healdsburg  City of,12/15/2017,58.7,North Coast,30528012,39286504,G," 11,734 ", 70 
Healdsburg  City of,11/15/2017,67.7,North Coast,34036568,46770676,G," 11,734 ", 70 
Healdsburg  City of,10/15/2017,124.0,North Coast,64439760,65738316,G," 11,734 ", 70 
Healdsburg  City of,9/15/2017,133.5,North Coast,67137508,74406424,G," 11,734 ", 70 
Healdsburg  City of,8/15/2017,139.4,North Coast,72425208,77716004,G," 11,734 ", 70 
Healdsburg  City of,7/15/2017,150.4,North Coast,78131548,81123708,G," 11,734 ", 70 
Healdsburg  City of,6/15/2017,132.9,North Coast,66836508,72658544,G," 11,734 ", 70 
Healdsburg  City of,5/15/2017,118.2,North Coast,60419420,73160000,G," 11,541 ", 70 
Healdsburg  City of,4/15/2017,63.3,North Coast,31319084,52065064,G," 11,541 ", 70 
Healdsburg  City of,3/15/2017,55.9,North Coast,28559656,41245252,G," 11,541 ", 70 
Healdsburg  City of,2/15/2017,53.5,North Coast,25099344,33150892,G," 11,734 ", 70 
Healdsburg  City of,1/15/2017,54.1,North Coast,28122800,32991364,G," 11,734 ", 70 
Healdsburg  City of,12/15/2016,55.1,North Coast,28552256,39286504,G," 11,699 ", 70 
Healdsburg  City of,11/15/2016,63.1,North Coast,31625060,46770676,G," 11,699 ", 70 
Healdsburg  City of,10/15/2016,93.8,North Coast,48599308,65737316,G," 11,699 ", 70 
Healdsburg  City of,9/15/2016,124.3,North Coast,62347024,74411424,G," 11,699 ", 70 
Healdsburg  City of,8/15/2016,125.9,North Coast,65243480,77714004,G," 11,699 ", 70 
Healdsburg  City of,7/15/2016,123.5,North Coast,63964452,81123708,G," 11,699 ", 70 
Healdsburg  City of,6/15/2016,114.7,North Coast,57514524,72659544,G," 11,699 ", 70 
Healdsburg  City of,5/15/2016,90.9,North Coast,47071192,73164832,G," 11,699 ", 70 
Healdsburg  City of,4/15/2016,70.2,North Coast,35218036,52066064,G," 11,699 ", 70 
Healdsburg  City of,3/15/2016,55.3,North Coast,28651660,41250252,G," 11,699 ", 70 
Healdsburg  City of,2/15/2016,55.5,North Coast,26921072,33147892,G," 11,699 ", 70 
Healdsburg  City of,1/15/2016,54.0,North Coast,28003216,32992364,G," 11,699 ", 70 
Healdsburg  City of,12/15/2015,59.8,North Coast,30972292,39291504,G," 11,687 ", 70 
Healdsburg  City of,11/15/2015,71.2,North Coast,35675164,46770676,G," 11,687 ", 70 
Healdsburg  City of,10/15/2015,98.1,North Coast,50786872,65737316,G," 11,687 ", 70 
Healdsburg  City of,9/15/2015,102.9,North Coast,51518488,74411424,G," 11,687 ", 70 
Healdsburg  City of,8/15/2015,111.7,North Coast,57800732,77714004,G," 11,687 ", 70 
Healdsburg  City of,7/15/2015,113.0,North Coast,58491604,81121708,G," 11,687 ", 70 
Healdsburg  City of,6/15/2015,101.0,North Coast,50584088,72659544,G," 11,687 ", 70 
Healdsburg  City of,5/15/2015,93.5,North Coast,48401596,73164832,G," 11,687 ", 70 
Healdsburg  City of,4/15/2015,83.5,North Coast,41831052,52066064,G," 11,687 ", 70 
Healdsburg  City of,3/15/2015,76.4,North Coast,39526468,41250252,G," 11,687 ", 70 
Healdsburg  City of,2/15/2015,59.8,North Coast,27969568,33147892,G," 11,687 ", 70 
Healdsburg  City of,1/15/2015,56.6,North Coast,29273780,32992364,G," 11,687 ", 70 
Healdsburg  City of,12/15/2014,57.6,North Coast,29511732,39291504,G," 11,564 ", 70 
Healdsburg  City of,11/15/2014,69.5,North Coast,34435604,46770676,G," 11,564 ", 70 
Healdsburg  City of,10/15/2014,98.8,North Coast,50594372,65737316,G," 11,564 ", 70 
Healdsburg  City of,9/15/2014,112.2,North Coast,55604836,74411424,G," 11,564 ", 70 
Healdsburg  City of,8/15/2014,130.2,North Coast,66691940,77714000,G," 11,564 ", 70 
Healdsburg  City of,7/15/2014,141.6,North Coast,72535768,81121708,G," 11,564 ", 70 
Healdsburg  City of,6/15/2014,136.5,North Coast,67631228,72659544,G," 11,564 ", 70 
"Kingsburg, City of",10/15/2018,194.2,Tulare Lake,85.39,119.65,MG," 12,338 ", 87 
"Kingsburg, City of",9/15/2018,195.3,Tulare Lake,83.07,140.89,MG," 12,338 ", 87 
"Kingsburg, City of",8/15/2018,224.1,Tulare Lake,98.539,162.369,MG," 12,338 ", 87 
"Kingsburg, City of",7/15/2018,346.6,Tulare Lake,152.36,170.15,MG," 12,338 ", 87 
"Kingsburg, City of",6/15/2018,245.6,Tulare Lake,104.47,161.75,MG," 12,338 ", 87 
"Kingsburg, City of",5/15/2018,207.0,Tulare Lake,91.018,143.624,MG," 12,338 ", 87 
"Kingsburg, City of",4/15/2018,168.7,Tulare Lake,71.79,117.099,MG," 12,338 ", 87 
"Kingsburg, City of",3/15/2018,114.7,Tulare Lake,49.472,87.245,MG," 12,101 ", 87 
"Kingsburg, City of",2/15/2018,119.9,Tulare Lake,46.68,49.974,MG," 12,101 ", 87 
"Kingsburg, City of",1/15/2018,85.8,Tulare Lake,36.995,49.867,MG," 12,101 ", 87 
"Kingsburg, City of",12/15/2017,101.0,Tulare Lake,43.537,62.641,MG," 12,101 ", 87 
"Kingsburg, City of",11/15/2017,141.2,Tulare Lake,58.901,79.182,MG," 12,101 ", 87 
"Kingsburg, City of",10/15/2017,191.7,Tulare Lake,82.669,119.651,MG," 12,101 ", 87 
"Kingsburg, City of",9/15/2017,189.7,Tulare Lake,79.158,140.896,MG," 12,101 ", 87 
"Kingsburg, City of",8/15/2017,253.8,Tulare Lake,109.44,162.36,MG," 12,101 ", 87 
"Kingsburg, City of",7/15/2017,241.1,Tulare Lake,103.97,170.15,MG," 12,101 ", 87 
"Kingsburg, City of",6/15/2017,244.8,Tulare Lake,102.15,161.75,MG," 12,101 ", 87 
"Kingsburg, City of",5/15/2017,207.9,Tulare Lake,89.635,143.624,MG," 12,101 ", 87 
"Kingsburg, City of",4/15/2017,159.7,Tulare Lake,66.634,117.099,MG," 12,101 ", 87 
"Kingsburg, City of",3/15/2017,116.1,Tulare Lake,50.051,87.245,MG," 12,101 ", 87 
"Kingsburg, City of",2/15/2017,81.8,Tulare Lake,31.846,49.974,MG," 12,101 ", 87 
"Kingsburg, City of",1/15/2017,83.7,Tulare Lake,36.109,49.867,MG," 12,101 ", 87 
"Kingsburg, City of",12/15/2016,103.0,Tulare Lake,42.885,62.641,MG," 11,685 ", 87 
"Kingsburg, City of",11/15/2016,144.6,Tulare Lake,58.274,79.182,MG," 11,685 ", 87 
"Kingsburg, City of",10/15/2016,215.4,Tulare Lake,89.7,119.6,MG," 11,685 ", 87 
"Kingsburg, City of",9/15/2016,223.1,Tulare Lake,89.9,140.8,MG," 11,685 ", 87 
"Kingsburg, City of",8/15/2016,293.3,Tulare Lake,122.1,162.3,MG," 11,685 ", 87 
"Kingsburg, City of",7/15/2016,310.0,Tulare Lake,129070000,170150000,G," 11,685 ", 87 
"Kingsburg, City of",6/15/2016,275.8,Tulare Lake,111132000,161759000,G," 11,685 ", 87 
"Kingsburg, City of",5/15/2016,213.8,Tulare Lake,89,143,MG," 11,685 ", 87 
"Kingsburg, City of",4/15/2016,158.6,Tulare Lake,63905000,117099000,G," 11,685 ", 87 
"Kingsburg, City of",3/15/2016,99.2,Tulare Lake,41322000,87245000,G," 11,685 ", 87 
"Kingsburg, City of",2/15/2016,87.5,Tulare Lake,34085000,49974000,G," 11,685 ", 87 
"Kingsburg, City of",1/15/2016,79.8,Tulare Lake,33244000,49867000,G," 11,685 ", 87 
"Kingsburg, City of",12/15/2015,88.0,Tulare Lake,36637000,62600000,G," 11,685 ", 87 
"Kingsburg, City of",11/15/2015,105.6,Tulare Lake,42554000,79182000,G," 11,685 ", 87 
"Kingsburg, City of",10/15/2015,188.8,Tulare Lake,78608000,119651000,G," 11,685 ", 87 
"Kingsburg, City of",9/15/2015,194.0,Tulare Lake,78172000,140896000,G," 11,685 ", 87 
"Kingsburg, City of",8/15/2015,230.2,Tulare Lake,95860000,162369000,G," 11,685 ", 87 
"Kingsburg, City of",7/15/2015,250.7,Tulare Lake,104390000,170152000,G," 11,685 ", 87 
"Kingsburg, City of",6/15/2015,253.0,Tulare Lake,101959000,161759000,G," 11,685 ", 87 
"Kingsburg, City of",5/15/2015,208.5,Tulare Lake,86802000,143624000,G," 11,685 ", 87 
"Kingsburg, City of",4/15/2015,195.5,Tulare Lake,78.789,117.099,MG," 11,685 ", 87 
"Kingsburg, City of",3/15/2015,169.3,Tulare Lake,67.1,87.2,MG," 11,504 ", 90 
"Kingsburg, City of",2/15/2015,109.8,Tulare Lake,39.9,50,MG," 11,685 ", 90 
"Kingsburg, City of",1/15/2015,114.3,Tulare Lake,45.3,62.6,MG," 11,504 ", 90 
"Kingsburg, City of",12/15/2014,113.6,Tulare Lake,45,62.6,MG," 11,504 ", 90 
"Kingsburg, City of",11/15/2014,159.3,Tulare Lake,61.1,79.2,MG," 11,504 ", 90 
"Kingsburg, City of",10/15/2014,270.0,Tulare Lake,107,119.7,MG," 11,504 ", 90 
"Kingsburg, City of",9/15/2014,308.0,Tulare Lake,118.1,140.9,MG," 11,504 ", 90 
"Kingsburg, City of",8/15/2014,331.7,Tulare Lake,131.453,162.369,MG," 11,504 ", 90 
"Kingsburg, City of",7/15/2014,357.5,Tulare Lake,141.64,170.15,MG," 11,504 ", 90 
"Kingsburg, City of",6/15/2014,355.4,Tulare Lake,136.3,161.8,MG," 11,504 ", 90 
Lamont Public Utility District,11/15/2018,104.1,Tulare Lake,91.5405,86.7761,MG," 20,009 ", 68 
Lamont Public Utility District,10/15/2018,121.8,Tulare Lake,110.7153,109.8541,MG," 20,009 ", 68 
Lamont Public Utility District,9/15/2018,132.7,Tulare Lake,118.4808,130.5561,MG," 20,009 ", 67 
Lamont Public Utility District,8/15/2018,133.3,Tulare Lake,139.098,153.28,MG," 20,009 ", 59 
Lamont Public Utility District,7/15/2018,148.8,Tulare Lake,143.139,164.017,MG," 20,009 ", 65 
Lamont Public Utility District,6/15/2018,162.6,Tulare Lake,140.093,151.451,MG," 20,009 ", 70 
Lamont Public Utility District,5/15/2018,119.4,Tulare Lake,116.5542,137.8245,MG," 20,009 ", 64 
Lamont Public Utility District,4/15/2018,113.8,Tulare Lake,90.9296,107.9152,MG," 20,009 ", 75 
Lamont Public Utility District,3/15/2018,74.2,Tulare Lake,63.9632,80.9165,MG," 20,009 ", 72 
Lamont Public Utility District,2/15/2018,90.9,Tulare Lake,61.3945,59.7302,MG," 19,057 ", 79 
Lamont Public Utility District,1/15/2018,77.8,Tulare Lake,58.1944,62.9514,MG," 19,057 ", 79 
Lamont Public Utility District,12/15/2017,77.0,Tulare Lake,68.8392,74.1638,MG," 19,057 ", 66 
Lamont Public Utility District,11/15/2017,95.2,Tulare Lake,79.1679,86.7761,MG," 20,009 ", 72 
Lamont Public Utility District,10/15/2017,120.9,Tulare Lake,99.3184,109.8541,MG," 20,009 ", 76 
Lamont Public Utility District,9/15/2017,138.2,Tulare Lake,111.8623,130.5561,MG," 20,009 ", 74 
Lamont Public Utility District,8/15/2017,161.0,Tulare Lake,127.67,153.28,MG," 20,009 ", 78 
Lamont Public Utility District,7/15/2017,166.1,Tulare Lake,136.783,164.017,MG," 20,009 ", 75 
Lamont Public Utility District,6/15/2017,154.3,Tulare Lake,125.837,151.451,MG," 20,009 ", 74 
Lamont Public Utility District,5/15/2017,134.8,Tulare Lake,114.1968,137.8245,MG," 20,009 ", 73 
Lamont Public Utility District,4/15/2017,95.3,Tulare Lake,86.0906,107.9152,MG," 20,009 ", 66 
Lamont Public Utility District,3/15/2017,79.0,Tulare Lake,74.3169,80.9165,MG," 20,009 ", 66 
Lamont Public Utility District,2/15/2017,65.7,Tulare Lake,50.9998,59.7302,MG," 19,057 ", 69 
Lamont Public Utility District,1/15/2017,68.1,Tulare Lake,56.8517,62.9514,MG," 19,057 ", 71 
Lamont Public Utility District,12/15/2016,72.6,Tulare Lake,61.4883,74.1638,MG," 19,057 ", 70 
Lamont Public Utility District,11/15/2016,94.1,Tulare Lake,74.9394,86.7761,MG," 19,057 ", 72 
Lamont Public Utility District,10/15/2016,102.0,Tulare Lake,97.513,109.854,MG," 20,009 ", 65 
Lamont Public Utility District,9/15/2016,132.0,Tulare Lake,109.137,130.556,MG," 20,009 ", 73 
Lamont Public Utility District,8/15/2016,146.8,Tulare Lake,123.055,153.28,MG," 20,009 ", 74 
Lamont Public Utility District,7/15/2016,155.8,Tulare Lake,127.312,164.017,MG," 20,009 ", 76 
Lamont Public Utility District,6/15/2016,143.4,Tulare Lake,116.579,151.451,MG," 20,009 ", 74 
Lamont Public Utility District,5/15/2016,113.0,Tulare Lake,99.134,137.824,MG," 20,009 ", 71 
Lamont Public Utility District,4/15/2016,93.6,Tulare Lake,82.375,107.915,MG," 20,009 ", 68 
Lamont Public Utility District,3/15/2016,83.5,Tulare Lake,67.386,80.917,MG," 20,009 ", 77 
Lamont Public Utility District,2/15/2016,76.5,Tulare Lake,52.32,59.73,MG," 19,057 ", 81 
Lamont Public Utility District,1/15/2016,72.6,Tulare Lake,53.966,62.951,MG," 19,057 ", 80 
Lamont Public Utility District,12/15/2015,71.3,Tulare Lake,61.344,74.163,MG," 19,057 ", 69 
Lamont Public Utility District,11/15/2015,84.9,Tulare Lake,72.8166,86.7761,MG," 20,009 ", 70 
Lamont Public Utility District,10/15/2015,99.9,Tulare Lake,91.969,109.854,MG," 20,009 ", 67 
Lamont Public Utility District,9/15/2015,127.8,Tulare Lake,99.929,130.556,MG," 20,009 ", 77 
Lamont Public Utility District,8/15/2015,137.2,Tulare Lake,112.29,153.28,MG," 20,009 ", 76 
Lamont Public Utility District,7/15/2015,137.9,Tulare Lake,113.494,164.017,MG," 20,009 ", 75 
Lamont Public Utility District,6/15/2015,135.3,Tulare Lake,106.33,151.45,MG," 20,009 ", 76 
Lamont Public Utility District,5/15/2015,108.9,Tulare Lake,93.4,137.824,MG," 20,009 ", 72 
Lamont Public Utility District,4/15/2015,112.1,Tulare Lake,93.672,107.915,MG," 20,009 ", 72 
Lamont Public Utility District,3/15/2015,94.1,Tulare Lake,81.399,80.916,MG," 20,009 ", 72 
Lamont Public Utility District,2/15/2015,84.4,Tulare Lake,61.242,59.73,MG," 19,057 ", 74 
Lamont Public Utility District,1/15/2015,78.2,Tulare Lake,63.046,62.951,MG," 19,057 ", 73 
Lamont Public Utility District,12/15/2014,73.3,Tulare Lake,67.938,74.163,MG," 19,037 ", 64 
Lamont Public Utility District,11/15/2014,89.5,Tulare Lake,80.058,86.776,MG," 19,988 ", 67 
Lamont Public Utility District,10/15/2014,119.2,Tulare Lake,104.046,109.854,MG," 19,988 ", 71 
Lamont Public Utility District,9/15/2014,142.5,Tulare Lake,115.986,130.556,MG," 19,988 ", 74 
Lamont Public Utility District,8/15/2014,163.3,Tulare Lake,132.105,153.28,MG," 19,988 ", 77 
Lamont Public Utility District,7/15/2014,185.3,Tulare Lake,148.136,164.017,MG," 19,988 ", 78 
Lamont Public Utility District,6/15/2014,174.4,Tulare Lake,142.295,151.451,MG," 19,988 ", 73 
"Lathrop, City of ",11/15/2018,88.0,San Joaquin River,105.38,97.08,MG," 20,353 ", 51 
"Lathrop, City of ",10/15/2018,96.2,San Joaquin River,134.95,134.45,MG," 20,353 ", 45 
"Lathrop, City of ",9/15/2018,97.3,San Joaquin River,138.22,156.66,MG," 20,353 ", 43 
"Lathrop, City of ",8/15/2018,116.8,San Joaquin River,175.48,176.96,MG," 20,353 ", 42 
"Lathrop, City of ",7/15/2018,124.7,San Joaquin River,182.91,187.34,MG," 20,353 ", 43 
"Lathrop, City of ",6/15/2018,195.4,San Joaquin River,175.41,170.96,MG," 20,353 ", 68 
"Lathrop, City of ",5/15/2018,123.1,San Joaquin River,149.42,168.16,MG," 20,353 ", 52 
"Lathrop, City of ",4/15/2018,88.8,San Joaquin River,98.6,134.94,MG," 20,353 ", 55 
"Lathrop, City of ",3/15/2018,68.7,San Joaquin River,77.39,93.84,MG," 20,353 ", 56 
"Lathrop, City of ",2/15/2018,75.7,San Joaquin River,75.71,68.78,MG," 20,353 ", 57 
"Lathrop, City of ",1/15/2018,70.7,San Joaquin River,75.62,61.01,MG," 20,353 ", 59 
"Lathrop, City of ",12/15/2017,64.1,San Joaquin River,80.89,76.75,MG," 20,353 ", 50 
"Lathrop, City of ",11/15/2017,74.0,San Joaquin River,92.24,97.08,MG," 20,353 ", 49 
"Lathrop, City of ",10/15/2017,104.2,San Joaquin River,134.19,134.45,MG," 20,353 ", 49 
"Lathrop, City of ",9/15/2017,127.3,San Joaquin River,155.46,156,MG," 20,353 ", 50 
"Lathrop, City of ",8/15/2017,164.1,San Joaquin River,169.71,176.96,MG," 20,353 ", 61 
"Lathrop, City of ",7/15/2017,140.2,San Joaquin River,170.14,187.37,MG," 20,353 ", 52 
"Lathrop, City of ",6/15/2017,141.9,San Joaquin River,149.4,170.96,MG," 20,353 ", 58 
"Lathrop, City of ",5/15/2017,132.0,San Joaquin River,138.86,168.16,MG," 20,353 ", 60 
"Lathrop, City of ",4/15/2017,82.3,San Joaquin River,78.49,134.94,MG," 20,353 ", 64 
"Lathrop, City of ",3/15/2017,64.6,San Joaquin River,70.28,93.84,MG," 20,353 ", 58 
"Lathrop, City of ",2/15/2017,56.9,San Joaquin River,55.89,68.78,MG," 20,353 ", 58 
"Lathrop, City of ",1/15/2017,56.2,San Joaquin River,63.27,61.01,MG," 20,353 ", 56 
"Lathrop, City of ",12/15/2016,45.2,San Joaquin River,64.77,76.75,MG," 20,353 ", 44 
"Lathrop, City of ",11/15/2016,49.9,San Joaquin River,72.53,97.08,MG," 20,353 ", 42 
"Lathrop, City of ",10/15/2016,70.3,San Joaquin River,105.59,134.45,MG," 20,353 ", 42 
"Lathrop, City of ",9/15/2016,91.7,San Joaquin River,130.25,156.66,MG," 20,353 ", 43 
"Lathrop, City of ",8/15/2016,118.7,San Joaquin River,144.05,176.96,MG," 20,353 ", 52 
"Lathrop, City of ",7/15/2016,129.9,San Joaquin River,149.03,187.34,MG," 20,353 ", 55 
"Lathrop, City of ",6/15/2016,122.5,San Joaquin River,136.05,175.08,MG," 20,353 ", 55 
"Lathrop, City of ",5/15/2016,114.3,San Joaquin River,104.9,169.19,MG," 19,831 ", 67 
"Lathrop, City of ",4/15/2016,49.7,San Joaquin River,82.08,122.38,MG," 20,353 ", 37 
"Lathrop, City of ",3/15/2016,67.4,San Joaquin River,64.75,93.84,MG," 19,831 ", 64 
"Lathrop, City of ",2/15/2016,66.5,San Joaquin River,59.46,69.61,MG," 20,353 ", 66 
"Lathrop, City of ",1/15/2016,57.5,San Joaquin River,58.87,76.75,MG," 19,831 ", 60 
"Lathrop, City of ",12/15/2015,57.2,San Joaquin River,63.88,76.75,MG," 19,831 ", 55 
"Lathrop, City of ",11/15/2015,64.5,San Joaquin River,73.79,97.08,MG," 19,831 ", 52 
"Lathrop, City of ",10/15/2015,87.1,San Joaquin River,101,134,MG," 19,831 ", 53 
"Lathrop, City of ",9/15/2015,101.8,San Joaquin River,112.2,156.66,MG," 19,831 ", 54 
"Lathrop, City of ",8/15/2015,109.0,San Joaquin River,119.62,176.96,MG," 19,831 ", 56 
"Lathrop, City of ",7/15/2015,101.2,San Joaquin River,122,187.34,MG," 19,831 ", 51 
"Lathrop, City of ",6/15/2015,109.4,San Joaquin River,116.19,175.08,MG," 19,831 ", 56 
"Lathrop, City of ",5/15/2015,99.2,San Joaquin River,107.03,169.19,MG," 19,831 ", 57 
"Lathrop, City of ",4/15/2015,91.8,San Joaquin River,92.58,122.38,MG," 19,831 ", 59 
"Lathrop, City of ",3/15/2015,91.7,San Joaquin River,90.96,93.84,MG," 19,831 ", 62 
"Lathrop, City of ",2/15/2015,70.2,San Joaquin River,60.92,69.61,MG," 19,831 ", 64 
"Lathrop, City of ",1/15/2015,58.6,San Joaquin River,62.11,79.48,MG," 19,831 ", 58 
